Row Labels,Accessories,ACE,Advanced Signal Conditioning Modules,Analog Inspection & Test,ANT-5,Attenuators & Backreflector Modules,Benchtop Inspection,BrightJack,CA product,Calibration Plan,Calibrations,CapacityAdvisor Held,CellAdvisor,Certifier,CleanBlast,Common Product,Converged Assurance Support,CT-650,CT-650SM,Digital Inspection & Test,Direct View FM,Dispersion modules,DSAM,DSAM 2300/3300,DSAM Upgrades,DSAM-6300,DTS,EA Support,Education,Ethernet Network Management Tools,Extended Warranty,FIT Generic,FST-2000,FST-2207/2209 DS1,FST-2310,FST-2310-DS3,FST-2310-OC12,FST-2310-OC3,FST-2802 G,GigaStor,HCU1500,HST-3000 SIMs,HST-3000C,HST-3000C-CE,JMEP,Legacy Wireline Services,Location Intelligence Product,Location Intelligence Services,MAP Standalone Switches,"MAP-200 Chassis, Accessories & Software",Misc Hardware,MS-1200D,MTS-5100e,NC Ethernet TT,NetAnalyst Test Management Software,NI - Maintenance,NIMS,nTAPs,Observer,ONT-Jitter,ONX-580,Optical Switch Modules,ORS,OSA,OST,OTDR - FiberComplete modules,Other - Cable,Other - Solutions Classic,PacketPortal SW & Solutions,Passive Chassis,Passive Plug-ins,PathTrak,PI Product,Polatis Cross Connects,Probe Tips,PT Hardware,PT SART,PT SART Support,PT Services,QT-600-10,QT-600-2,RANAdvisor Product,RANAdvisor Services & Support,RCATS Product,Repair,Replacement Parts,RPM2000,RPM-3000,RSAM,SDA,SDA-5000,SDA-5500,SMART Handhelds,SmartClass ADSL,SmartClass E1,SmartClass Ethernet,SMARTClass Fiber,SmartClass HOME,SmartClass Triple Play,SmartID,SmartPocket Handhelds,"Source, EDFA & BBS Modules",Spare Parts,StrataSync,Support Plans,Swept Wavelength Systems,T3AS,TB/MTS 4000 Platform,TB/MTS 8000 Platform,TB/MTS-2000 Platform,TB/MTS-6000 Platform,TB-6000A Transport Module,T-BERD 8000,T-Berd/MTS-5800,Test Devices,Test Productivity Pack,TestPad 2000,TrueSpeed,Ultra FED,Volicon,VSA,VSE-1100,WiFi Smart Accessory,WR 10G Trans/Regen,WR 2.5G Trans/Regen,WR Amplification,WR Common,WS 10G Trans/Regen,WS 2.5G Trans/Regen,XGIG - Ethernet 10G,XGIG - FC 16G,XGIG - Other,XGIG 5k - SAS/SATA 12G,Grand Total
CSC HOLDINGS,8,0,0,8.538461538,0,0,9,8,8,0,9,0,8,9,8.448275862,0,8,8,0,8.252396166,0,0,8.402843602,8.785714286,8.75,8.735294118,0,8,8,0,0,0,0,0,0,0,0,0,0,8,8.457337884,8,8,8,0,8.555555556,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,8,0,0,8,0,8,8.785714286,0,8.785714286,8.464788732,0,0,8,8,8,0,8,0,8.46,8,0,0,8,8.785714286,8.785714286,8.6,8.75,8.710526316,8.573033708,0,0,0,8,8,0,8,0,8.431034483,0,0,0,8.349802372,8.314285714,0,0,0,0,0,0,8,8.325,8,8,8.785714286,0,0,8,8,0,0,8,0,8.785714286,8.785714286,8,8,8,0,0,0,0,530.4043503
CTDI,4.174770152,4.283140146,3.645320197,4.09624118,4.242357719,4.815237384,3.868112237,4.043165468,0,4.04379562,4.58398108,4.337970645,6,4.184299354,3.897012322,4.711826056,4.242451897,4.481226114,5,0,4,5.534722222,4.505592039,4.338079927,5.358139535,4.026772434,4.02788536,4.180549993,4.242543703,4.37398374,5,4.023103581,4.448113617,5,3.945205479,4.448000856,5,3.430463576,4.337970645,2,4.408074757,4.309202492,4.299603385,4.332439094,4.338079927,0,6,6,4.338079927,3.56062425,2,5,0,4.02788536,0,2,0,4.821582734,0,3.428571429,3.960725597,3.645320197,2,4.242451897,3.645320197,3.846374046,0,4.242357719,4.242357719,5.534722222,4.338079927,4.336690954,4.338079927,5,0,5,4.382724224,0,5,0,6,4.54483672,4.698263872,3.841980215,0,4.04379562,4.04379562,4.548571429,4.146989546,4.9776,5,5,4.685041607,4.781471105,4.386972802,2,4.569864089,6,0,6,4.186109309,4.338079927,0,4.265135609,3.956946744,5,4.242357719,0,4.947368421,2,5,3.981322864,3.938331714,4.057885132,0,4.242357719,3.428571429,4.606184631,4.268456376,5,4.02788536,6,4.242357719,5.534722222,4.338079927,4.242357719,4.945736434,4.242357719,4.283091203,3.428571429,4.554480368,4.2345579,3.945205479,508.239076
DEPARTMENT OF THE AIR FORCE,13.83518562,15.11363636,1,14.89583333,15.28225806,1,1,24,24,24,11.80028633,15.23809524,24,0,12.31147541,19.87179487,15.23809524,8.90625,1,15.49579832,0,1,7.971442886,15.28225806,1,24,24,15.1953125,18.6407767,7.393501805,1,24,15.07462687,15.28225806,11.23699422,11.19318182,15.28225806,18.6407767,1,0,9.414634146,13.44880716,15.85239852,13.62269129,15.28225806,24,0,0,15.28225806,1,0,1,7.361702128,24,0,0,0,15.15384615,0,1,24,1,0,15.23809524,1,24,0,15.28225806,1,1,15.28225806,1,15.28225806,0,11.89869281,16.8,11.19318182,0,15.28225806,24,24,7.5546476,7.052631579,12.88590604,0,0,0,1,1,1,1,1,15.1953125,1,15.07462687,24,13.3924612,0,0,0,24,15.28225806,0,14.89559624,24,1,15.28225806,24,24,24,1,0,19.62858607,19.35170604,12.03321033,1,15.28225806,1,24,15.28225806,24,0,15.28225806,1,15.28225806,1,24,15.28225806,11.23699422,15.28225806,1,7.128027682,11.23699422,1376.784459
DEPARTMENT OF THE ARMY,7.019907574,5.929532636,10,9.580337162,5.578191762,18.22573154,10,8.97461566,7.510869565,12.67241379,0,5.327548387,5.887926054,6.863013699,8.479765758,8.18537346,8.061559508,6.900358065,10,7.436588529,0,5.837837838,7.545059319,5.578191762,6.051282051,7.510204082,4.444810544,6.149490876,6.127994854,9.685856754,10,6.171806167,0,0,8.4539214,9.631646517,0,10.89178669,12.45862884,0,7.105969627,7.454110551,6.96182843,0,5.290600787,5.173913043,0,0,5.290600787,10,0,10,0,4.444810544,0,0,0,5.507355593,0,10,6.687744242,10,0,4.93707483,10,0,0,5.872806143,5.136842105,10,5.578191762,6.465753425,5.290600787,8.137096774,7.482992759,5.775214355,8.670454545,0,8.137096774,5.187407851,4.823212913,12.84176,13.14081374,9.186292505,0,4,4,6.860927152,5.918819188,7.020452099,7.147540984,10,0,12.45862884,5.569486386,5.215189873,12.36286993,5.721518987,6.264150943,0,5.761764522,8.137096774,0,6.912184303,6.629651981,10,11.73250292,7,5.463627649,5.470851671,4.601186552,0,7.275734543,7.569163003,7.20543136,5.136842105,8.083161213,8.75,8.779399326,8.137096774,4.444810544,4,8.083161213,10,5.578191762,5.136842105,6.052563993,8.083161213,11.04215311,8.083161213,10,9.057152064,8.4539214,832.9531934
DEPARTMENT OF THE NAVY,98,98,0,98,98,0,0,98,98,98,98,98,98,0,98,98,98,98,0,98,0,0,98,98,0,98,98,98,98,98,0,98,98,98,98,98,98,98,0,0,98,98,98,98,98,98,0,0,98,0,0,0,98,98,0,0,0,98,0,0,98,0,0,98,0,98,0,98,0,0,98,0,98,98,98,98,98,0,98,98,98,98,98,98,98,0,0,0,0,0,0,0,98,0,98,98,98,0,0,0,98,98,0,98,98,0,98,0,98,98,0,0,98,98,98,0,98,0,98,98,98,0,98,0,98,0,98,98,98,98,0,98,98,8036
DIGITEC,63.31230284,81,0,48.5401662,81,0,0,43.77272727,36.98630137,81,81,81,49.2,81,47.36653386,81,47.87628866,37.63636364,0,60.02364199,0,0,52.5483871,36.98630137,37.63636364,37.93670886,81,43.77272727,48.24,0,0,81,81,0,0,81,0,81,81,37.93670886,48.69818182,63.31489015,61.0137931,60.44535073,81,44.10497238,0,0,81,0,36.98630137,0,0,81,18,38.22222222,0,81,0,0,0,0,36.98630137,81,0,56.42152466,0,36.98630137,36.98630137,0,36.98630137,39.88421053,81,0,59.22023047,48.90566038,37.63636364,0,36.98630137,81,37.32,53.12727273,81,81,59.3021148,36.98630137,36.98630137,38.4939759,37.63636364,38.4939759,40.08247423,0,81,81,60.26086957,37.32,81,48.54545455,81,42.32432432,81,81,0,51.05335489,58.99075786,0,81,0,81,0,0,63.28582494,60.60693642,0,59.30463576,36.98630137,0,81,53.4375,36.98630137,81,28.66153846,36.98630137,0,36.98630137,36.98630137,48.58252427,36.98630137,47.87628866,0,0,0,0,5380.153329
DOTCOM TELECOMMUNICATIONS,2.516228032,2.775956284,0,2.262434045,3.13559322,2,2,2.17311609,1.904109589,3.13559322,2.833333333,5.449725777,0,2.765714286,2.207240294,3.319648094,2.358862144,4.480006835,0,2.554574308,0,2,2.333001281,1.922002328,1.9476082,1.959302326,3.13559322,3.608400509,4.437182741,0,0,4.991202346,3.329341317,0,0,3.13559322,0,4,3.133333333,1.949367089,2.260806034,3.095320055,2.688344172,2.670485238,5.508363636,2.243093923,2,2,5.508363636,0,1.904109589,0,2,3.13559322,1,1.962962963,0,4.973451327,0,0,0,0,1.904109589,3.133333333,0,3.384817622,0,4.677542876,1.922002328,2,1.922002328,2.028022979,5.508363636,0,2.429329562,2.471698113,1.9476082,0,1.904109589,5.350649351,3.250580933,3.772913505,4.172814031,3.131147541,2.433152853,1.922002328,1.922002328,1.975903614,1.956298201,1.980769231,2.051546392,0,2.779661017,2.783625731,3.939063174,1.92,2.828006088,3.557453985,4,2.115030738,4.201734368,3.13559322,0,2.386346772,2.712802768,0,3.13559322,0,3.129032258,0,0,2.879148552,3.276752768,0,0,1.922002328,0,2.779661017,2.47826087,1.904109589,3.13559322,1.581580443,1.922002328,2,1.922002328,1.922002328,4.060038854,1.922002328,2.310570944,0,2,2,0,284.497349
DRS TECHNOLOGIES,3.400208986,4,2.481012658,2.775119617,4,2.49382716,2.998675497,0,0,0,0,0,0,2.707692308,0,4,4,4,0,3.348643006,4,0,4,0,0,2.517647059,4,4,4,0,0,3.024390244,0,0,0,4,0,0,0,0,4,4,4,3.53638814,0,0,0,0,0,2.49382716,0,0,2.844036697,4,0,0,0,0,0,0,4,2.481012658,0,4,2.481012658,4,0,4,4,0,0,4,0,0,0,0,4,0,0,0,0,4,3.173184358,4,3.461716937,0,0,4,4,4,0,0,2.517647059,0,4,2,4,0,0,0,4,0,0,4,3.485148515,0,4,0,4,2,2,3.432973806,4,4,3.66675683,4,0,4,4,0,4,0,4,0,0,4,3.039370079,4,4,0,4,2.881355932,0,247.2416474
EARTHLINK BUSINESS,3,3,3,3,3,3,3,0,0,0,3,3,0,0,3,4.435897436,3,3,3,3,0,3,3,3,3,0,0,3,3,3,3,0,3,3,0,3,3,3,3,0,3,3,3,3,3,0,0,0,3,3,0,3,3,0,0,0,0,3,0,3,0,3,0,3,3,0,0,3,3,3,3,3,3,3,3,4.628865979,3,0,3,0,0,3,3,4.730337079,0,0,0,3,3,3,3,3,3,3,3,0,3,0,5,0,0,3,0,3,0,3,3,0,0,0,3,3,3,3,3,3,4.949367089,3,0,3,0,0,3,3,3,3,0,3,3,4.949367089,3,4.033557047,4.855421687,283.5828134
EDISON MATERIAL SUPPLY,2,2,2,1.462962963,2,2,2,1,0,1,1.681553398,2,0,1,2,1.416666667,2,2,2,1.727905964,0,2,2,2,2,0,0,2,2,1.421052632,2,0,0,1.125,2,1.133333333,1.125,1.070588235,1.133333333,0,2,2,2,1.590551181,2,0,0,0,2,2,0,2,1.434782609,0,0,0,0,2,0,2,0,2,0,2,2,0,0,2,2,2,2,2,2,2,2,2,2,0,2,0,0,2,2,1.336206897,0,0,0,2,2,2,2,2,1.261682243,1.133333333,2,0,1.295652174,0,0,0,0,2,0,2,0,2,1.125,0,0,0,2,1.579292267,1.4375,1.534059946,2,2,2,2,1,2,0,0,2,2,2,2,0,2,1.237623762,2,2,2,2,168.2630809
EDMO DISTRIBUTORS INC,0,10.7244898,6.137057051,0,13.63934426,8.444444444,8.993410144,4,5,4.205128205,4.64,5,5,6.983073203,0,13.62142857,10.72826087,13.63492063,0,10.31355793,7.317348378,0,12.04627676,0,4,6.327896693,13.63934426,13.63709677,13.63492063,4,0,7.597100605,4,0,0,13.63709677,0,4,0,0,12.72118232,12.13595913,12.57602862,11.94865965,5,0,0,0,5,6.203947904,0,0,10.4904547,13.63934426,0,0,0,5,0,0,11.39643419,6.137057051,0,13.63709677,6.137057051,12.28571429,0,13.63934426,7.317348378,0,0,22,5,0,0,5,22,0,0,0,0,14.42761693,11.08384018,7.504169339,10.94775399,4,4,22,9.826717766,7.74505402,4,0,6.327896693,0,11.86335404,4,13.63709677,4.550724638,5,0,9.014166344,0,0,12.53659751,10.15898185,0,13.63934426,0,10.2546322,4,4.240963855,9.666842081,12.4375,11.65823466,11.54313411,7.317348378,0,13.6328125,11.33608567,0,13.63934426,4,7.317348378,0,0,7.317348378,7.681900938,7.317348378,7.413711981,0,22,8.058225664,0,821.2639203
ELECTRO RENT,0,0,5.459374637,11.91434881,0,5.549844655,4.977659293,17.73532572,31.35229553,18.02495835,0,13.82001646,21.0990486,14.54849316,9.457773379,21.58671039,22.72479,14.3727294,8,0,2.475409836,5.287962844,12.61995279,14.57884253,13.68275649,19.40176179,14.41812995,16.20550801,21.12230648,9.234676895,8,17.03158605,20.463591,9.460775936,13.25251893,16.87788877,9.460775936,16.5707039,25.19657821,41.03937008,13.29601424,16.91905545,17.54879594,17.68709405,13.71815924,25.55903614,4,4,13.71815924,6.604992098,41.23966942,8,6.505386945,14.41812995,0,40.97674419,0,11.75334781,0,9.047619048,23.90858611,5.459374637,41.23966942,14.0141444,5.459374637,15.82363836,0,15.42736382,11.71347115,5.861111111,14.57884253,13.45578266,13.71815924,16.69354839,0,17.95929604,18.95902253,0,33.91189782,24.28499768,19.23809904,13.89356031,9.206300374,13.62564809,0,14.08877754,14.08877754,14.71614305,10.43182764,11.6174604,21.52569553,8,11.94403792,20.97189168,18.3418854,21.10243658,12.97015833,27.22183919,33.85781991,25.62767771,17.05076439,18.78360354,0,15.81291348,21.98343703,8,18.21415854,22,20.37959704,12.14,5.277755828,0,0,0,0,11.71347115,14.7239613,15.39177375,17.95836879,33.91189782,14.41812995,17.3587385,18.21415854,5.861111111,14.57884253,11.71347115,15.65099604,18.21415854,20.71697956,14.7239613,6.529762519,8.623325255,13.25251893,1840.132842
EMC,18,18,8.035294118,18,18,18,13.74666667,0,0,0,18,18,0,0,18,11.15555556,18,18,18,18,0,18,18,18,18,0,0,18,18,18,18,0,18,18,9.084210526,18,18,18,18,0,18,18,18,18,18,0,0,0,18,9.084210526,0,18,18,0,0,0,0,18,0,18,0,8.035294118,0,18,8.035294118,0,0,18,18,18,18,18,18,18,18,10.44347826,18,0,18,0,0,18,12.67741935,10.08411215,0,0,0,18,18,18,18,18,18,18,18,0,18,0,0,0,0,8.035294118,0,18,0,18,18,0,0,0,18,18,18,18,18,18,8.035294118,18,0,18,0,0,18,18,18,18,0,18,18,8.035294118,11,0,9.084210526,1476.571628
ENERTECH ENGINEERING,15.51367545,16.50376749,0,15.95805729,13,0,13,12.72421701,15.95265195,13,18.71620553,16.17093227,12.71187411,15.81124544,12.57234043,13.90939904,14.60077076,12.51352022,0,15.19137964,0,12,16.46520915,20.28571429,18.26343026,15.32289749,20.28571429,15.18161857,12.82284045,0,0,15.98157061,12.59583753,12,16.99601435,15.85847016,12,13,12.68378378,13,16.13405108,0,0,0,16.17372156,13,0,0,16.17372156,0,13,0,12,20.28571429,0,13,0,16.16296945,0,0,15.12242523,0,13,19.70044053,0,15.81209835,0,12.68435013,15.98456592,0,20.28571429,17.43492823,16.17372156,0,15.9266365,20.2371134,13,0,13,15.9978408,16.88445411,12.78743518,20.08130081,14.87737756,15.42415345,18.2547144,18.2547144,16.87586028,16.44669205,15.33041521,19.12718204,0,15.51292756,12.68378378,16.13778931,13,15.91944135,15.66295813,16.50024835,17.6286705,16.13734886,13,0,15.65774168,0,0,16.17372156,0,15.44863375,17.75910251,13,14.99966313,15.14837465,0,15.64457431,15.98456592,16.9947644,16.16555679,16.40866436,13,20.28571429,17.8288908,16.17372156,0,20.28571429,15.98456592,15.31869521,16.17372156,14.65036257,16.9947644,0,15.77069262,16.99601435,1588.258838
EQUINIX,7.972876962,8.794080464,3.153846154,8.154536431,9.392416176,3.427669648,3.568123476,9.848709022,10.18134671,10.03699217,9.947573725,9.805838636,10.05277032,8.239414492,6.397366114,11.72860307,9.95853896,7.836362084,0,0,5,5.196428571,8.529623644,9.05953945,8.76468166,8.795277468,11.68446329,8.650928764,9.780790138,9.308943089,0,9.471957758,10.92650549,10.40217391,9.250191005,10.43999558,10.40217391,11.78362037,10.35795003,8.6838494,8.311133587,9.480158335,0,0,9.784276061,14.38959826,4,4,9.784276061,2.458333333,8.562797389,0,6.17579853,11.68446329,5,8.719629108,0,9.970502109,0,1,0,3.153846154,8.562797389,11.73109241,3.153846154,9.430628171,0,8.002732627,7.649614089,4,9.05953945,8.112169193,9.784276061,15,0,14.61184157,9.377143506,0,12.46057544,12.77901351,9.67183493,8.378650806,8.211308675,9.252255644,8.338519361,8.064259955,8.064259955,9.366326097,7.273518595,8.03952644,11.14486139,0,8.871150741,9.22385764,9.729615745,9.184169789,8.777588491,10.91061306,13.70428078,9.39234504,10.2118149,9.071219825,0,9.092339676,0,0,10.74165657,15,12.10288809,8.74382758,0,0,0,0,0,7.649614089,9.262213157,9.186457872,9.451980505,12.46057544,11.68446329,7.89425706,9.287209955,4,9.05953945,7.649614089,9.020103397,9.287209955,9.620637897,9.262213157,3.424888448,6.311950526,9.250191005,989.502049
ERICSSON,2.96485623,3.941176471,0,1,6,0,0,1,0,6,6,9.38317757,6.528387097,1,0,1,1,3.983870968,0,3.680722892,0,0,2.206557377,6,6,1,0,3.448979592,3.983870968,0,0,1,3.905405405,0,1,3.093023256,0,3.983870968,1,0,2.458852868,0,3.209795863,2.161327231,9.590633131,0,0,0,9.590633131,0,0,0,0,0,0,0,0,8.900175131,0,0,4.076923077,0,0,1,0,5.872210953,0,4.017241379,4.017241379,0,6,1,9.590633131,0,2.56302996,0,0,0,0,6.015629696,4.490566038,1,0,1,2.821766562,6,6,3.928571429,3.093023256,3.941176471,6,0,1,1,0,6,3.244094488,9.25,7.310077519,9.306122449,1,6,0,2.975308642,5.082926829,0,1,0,1,7.80952381,1,4.37150838,0,4.788929542,3.00968523,4.017241379,1,1,2.069364162,0,0,6,1,0,6,4.017241379,3.078651685,1,1,1,0,3.916666667,1,319.6906716
EXSELL SALES ASSOCIATES,2.74018039,2.790322581,0,0,0,2,2,0,2,0,2.809419974,0,0,2.671573385,0,2.838275998,2,2,0,2.734402852,0,0,0,2.504609849,2.50720711,2.629667003,2.504609849,2,2.359809912,0,2.504609849,2.359809912,0,0,4,3.128834356,0,0,0,0,0,2.828544192,2.793894141,2.757369594,0,0,2.842975207,2.842975207,0,0,0,0,4,2.504609849,0,0,0,0,0,0,2.566877676,0,0,4,0,2,0,2,2.504609849,0,2.504609849,2.578581363,0,0,2.689390567,0,2,0,0,0,0,2,4,4,3.028091376,2.504609849,2.504609849,2.518233775,2.504609849,2.64339909,2.77474309,2.504609849,2.640113067,2.845528455,0,2.50720711,3.212765957,0,0,2,0,0,0,0,2.485315359,0,4,0,0,0,0,2.631098764,0,2.632793717,2.801092399,2.504609849,4,2.850393701,4,0,2.504609849,2,4,0,2.504609849,2.504609849,0,4,4,4,2.361940842,0,2.816041848,199.2834079
FARMERS TELEPHONE,1.209459459,1,1,1,1,1,1.196236559,1,0,1,1,1,0,1.522058824,1,1,1,1,0,0,0,0,1.310559006,1,0,1,1,1.682692308,1,1,0,1,1.641350211,0,1,1.78021978,0,1,1,1,1,1.422602089,1.332142857,1.32,1,0,0,0,1,1,1,0,1.860465116,1,0,1,0,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1.244719592,0,1,0,0,0,2,1,1.639097744,1,1,1,1,2,1,0,0,0,1,1,1,1,0,0,2,2,1,1,0,1,1,0,1.897435897,0,0,1,0,1,1.340206186,1.180734856,1.205512283,1,1,1,1.742857143,0,1,0,1,0,1,1,0,1,1,1,1,1,1,107.5283499
FIBER INSTRUMENT SALES,0,17.27169548,5.622130295,10.67034443,16.70231647,4.441300456,0,12.57553957,28,18.0632585,17.49529042,18.05726905,21.31905782,13.35827489,0,16.54384472,19.09038011,16.69660283,0,0,20.37704918,16,15.99595613,12.57664234,6.327102804,9.880290875,16.70231647,16.6994189,16.69660283,9,0,13.63823902,12.15727003,0,9,16.62125282,0,9,12.57553957,9,15.48812659,16.4144057,16.42239204,14.90605644,18.0632585,0,16,16,18.0632585,6.032753978,9,0,11.01596947,16.70231647,0,9,0,19.76966979,0,9,15.5289135,5.622130295,9,16.6994189,5.622130295,16.44358251,0,16.70231647,8.82005713,16,12.57664234,12.90113688,18.0632585,0,0,28,6.217052755,0,0,0,16,16.43710403,14.57397739,14.19438829,14.14290074,6.768506632,6.768506632,8.076923077,10.17277956,9.668610104,0,0,10.46140677,13.75598086,17.83930079,3.909090909,15.90270352,22.23255814,28,16,17.35886149,12.57664234,0,16.24020862,14.60974981,0,16.70231647,0,19.53664787,4.2,7.506024096,15.10859757,15.45853244,16.20211514,0,8.82005713,9,16.55592295,17.22787208,0,16.70231647,16,16.70231647,16,12.57664234,8.82005713,11.61761302,16.70231647,15.35268473,9,6.330672613,9.969486103,9,1475.012224
FIBER OPTIC CENTER,0,14.94299082,9.14460511,10.22106018,13.34094617,7.60345542,0,11,23,17.36363636,16.925,17.35820896,23,10.75973338,0,13.34143743,15.86370652,13.34110429,0,0,14.36065574,0,12.75101215,11,12,7.639333124,13.34094617,13.34102949,13.34110429,11,0,10.43777133,11,0,11,13.34102949,0,11,11,11,12.12207499,13.09199063,12.8173322,11.40356775,17.36363636,0,0,0,17.36363636,9.333931785,11,0,7.455686492,13.34094617,0,11,0,19.33802817,0,11,12.64514556,9.14460511,11,13.34102949,9.14460511,13.84482759,0,13.34094617,12.57613457,0,11,8.576687117,17.36363636,0,0,23,10.70680628,0,0,0,0,12.82921735,11.10474695,12.43215595,12.04287526,11.67307692,11.67307692,8.461538462,11.5987835,12.92226743,0,0,8.092154884,11,14.80726639,5.272727273,13.4831393,23,23,0,14.15897851,11,0,12.75111409,12.66017292,0,13.34094617,0,15.08727273,5.6,7.060240964,12.72910206,13.29616013,13.48513442,12.78669693,12.57613457,11,13.34117122,13.26037294,0,13.34094617,0,13.34094617,0,11,12.57613457,10.84127912,13.34094617,12.78357571,11,10.67478769,10.48265158,11,1264.981812
FIBERNEXT,1.977041558,2.293532338,1,1.786885246,1.94488189,1.945736434,1.681541582,3,0,3,3,3,3,2.305699482,1.707806691,2.295774648,1.945736434,1.946564885,0,2.058224986,1,3,2.172309247,3,3,1.947368421,1.94488189,1.945736434,1.946564885,0,0,1.740740741,3,0,0,2.154574132,0,0,3,0,2.152404238,2.061152351,1.988235294,1.991926182,3,0,3,3,3,1,0,0,1.947368421,1.94488189,0,0,0,3,0,0,2.116634799,1,0,1.945736434,1,2.108433735,0,1.94488189,1.94488189,3,3,2.132947977,3,0,0,0,1.946564885,0,0,0,3,1.958083832,1.95483871,1.946564885,2.120772947,3,3,1,1.945736434,1.948905109,0,0,2.292307692,3,2.156626506,0,1.945736434,3,0,3,2.064572426,3,0,1.963350785,2.010600707,0,1.94488189,0,1.947368421,0,0,2.132307692,2.251028807,2.119557706,0,1.94488189,0,2.292307692,1.888888889,0,1.94488189,3,1.94488189,3,3,1.94488189,1.945736434,1.94488189,2.291005291,0,1.947368421,1.949640288,0,210.7102494
FIBERTEL,3.48036078,3.580645161,0,0,0,2,2,0,2,0,3.618839948,0,0,3.34314677,0,3.676551997,2,2,0,3.468805704,0,0,0,3.009219699,3.014414219,3.259334006,3.009219699,2,2.719619823,0,3.009219699,2.719619823,0,0,6,4.257668712,0,0,0,0,0,3.657088383,3.587788282,3.514739189,0,0,3.685950413,3.685950413,0,0,0,0,6,3.009219699,0,0,0,0,0,0,3.133755352,0,0,6,0,2,0,2,3.009219699,0,3.009219699,3.157162726,0,0,3.378781134,0,2,0,0,0,0,2,6,6,4.056182751,3.009219699,3.009219699,3.036467549,3.009219699,3.286798179,3.549486179,3.009219699,3.280226134,3.691056911,0,3.014414219,4.425531915,0,0,2,0,0,0,0,2.970630717,0,6,0,0,0,0,3.262197527,0,3.265587434,3.602184797,3.009219699,6,3.700787402,6,0,3.009219699,2,6,0,3.009219699,3.009219699,0,6,6,6,2.723881684,0,3.632083697,254.5668157
FIDELITY COMMUNICATIONS,3,3,0,0,0,0,0,0,0,0,3,0,0,1.775862069,1,3,0,0,0,3,0,0,0,3,3,0,3,0,3,0,3,3,0,0,3,3,0,0,0,0,0,3,3,3,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,0,3,3,0,0,3,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,2.573964497,3,3,3,0,3,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,3,3,3,3,3,3,0,3,1,3,0,3,3,0,3,3,3,3,0,3,177.3498266
FISHEL,5.22054117,5.370967742,0,0,0,3,3,0,3,0,5.428259922,0,0,5.014720155,0,5.514827995,3,3,0,5.203208556,0,0,0,4.513829548,4.521621329,4.889001009,4.513829548,3,4.079429735,0,4.513829548,4.079429735,0,0,9,6.386503067,0,0,0,0,0,5.485632575,5.381682422,5.272108783,0,0,5.52892562,5.52892562,0,0,0,0,9,4.513829548,0,0,0,0,0,0,4.700633028,0,0,9,0,3,0,3,4.513829548,0,4.513829548,4.735744089,0,0,5.068171701,0,3,0,0,0,0,3,9,9,6.084274127,4.513829548,4.513829548,4.554701324,4.513829548,4.930197269,5.324229269,4.513829548,4.920339201,5.536585366,0,4.521621329,6.638297872,0,0,3,0,0,0,0,4.455946076,0,9,0,0,0,0,4.893296291,0,4.898381151,5.403277196,4.513829548,9,5.551181102,9,0,4.513829548,3,9,0,4.513829548,4.513829548,0,9,9,9,4.085822527,0,5.448125545,381.8502236
FLUKE,0,2,3.58974359,0,2,2,2.781916406,3.088,2,3.336120939,2.407239819,2,2,2.74372302,2.997867301,2,2,2,0,2.277331483,3.58974359,2,2.371110477,2,3.289719626,3.278988053,2,2,2,4,0,3.203883495,3.193548387,0,0,2,0,4,2,0,2.378744847,2.342515648,2.36161803,2.311468472,2,0,2,2,2,3.575,0,0,2,2,0,0,0,2,0,0,2.494284588,3.58974359,0,2,3.58974359,2,0,2,3.336120939,2,2,2,2,0,2.335274439,2,2,0,0,0,2,2,2,3.2969163,2.288739353,3.326732673,3.326732673,0,3.104568528,3.246028671,4,0,3.085168159,2,2,0,2,2.595214214,2,2,2.8080533,2,0,2.378630333,2.408810133,0,2,0,2.616612759,0,2,2.387889466,2,2.24928514,0,3.336120939,0,2,2.599888081,0,2,3.266055046,3.336120939,2,2,3.336120939,3.095512083,3.336120939,3.12529992,0,2,2.867074236,0,247.8811452
